Clock,Time of arrival (secs),Base Station No. 
8:29,1790.23,8
8:29,1791.3,7
8:29,1791.68,7
8:29,1793.31,9
8:29,1794.76,19
8:29,1795.77,5
8:29,1798.88,8
8:29,1798.89,6
8:30,1807.38,11
8:30,1808.04,5
8:30,1808.05,3
8:30,1809.7,8
8:30,1809.99,11
8:30,1811.72,13
8:30,1812.52,3
8:30,1817.12,19
8:30,1818.09,2
8:30,1819.29,17
8:30,1821.33,5
8:30,1822.47,2
8:30,1822.5,0
8:30,1823.75,0
8:30,1825.77,5
8:30,1826.25,11
8:30,1826.86,3
8:30,1828.77,1
8:30,1830.54,4
8:30,1830.88,18
8:30,1831.56,0
8:30,1832.15,8
8:30,1833.46,8
8:30,1833.88,8
8:30,1834.52,0
8:30,1834.6,5
8:30,1835.18,3
8:30,1840.1,1
8:30,1840.11,7
8:30,1841.3,16
8:30,1842.87,3
8:30,1846.71,14
8:30,1848.21,12
8:30,1851.32,3
8:30,1851.53,18
8:30,1853.85,12
8:30,1858.31,18
8:31,1862.5,15
8:31,1864.72,16
8:31,1864.84,5
8:31,1865.3,2
8:31,1866.3,1
8:31,1867.79,8
8:31,1867.94,14
8:31,1869,0
8:31,1872.36,11
8:31,1873.17,11
8:31,1873.22,8
8:31,1873.39,13
8:31,1873.54,6
8:31,1873.62,3
8:31,1876.23,18
8:31,1877.1,8
8:31,1880.24,10
8:31,1880.47,3
8:31,1881.65,1
8:31,1884.03,0
8:31,1884.56,10
8:31,1886.7,3
8:31,1887.27,16
8:31,1887.93,3
8:31,1888.06,6
8:31,1893.49,16
8:31,1894.19,7
8:31,1895.2,15
8:31,1895.38,16
8:31,1896.07,5
8:31,1896.58,1
8:31,1896.77,8
8:31,1899.16,5
8:31,1899.3,6
8:31,1899.79,2
8:31,1901.15,7
8:31,1902.94,14
8:31,1904.88,14
8:31,1905.67,15
8:31,1908.91,3
8:31,1909.76,9
8:31,1911.39,14
8:31,1911.41,19
8:31,1912.05,8
8:31,1912.35,16
8:31,1912.42,17
8:31,1913.29,15
8:31,1918.79,9
8:31,1918.92,15
8:32,1926.59,2
8:32,1927.15,18
8:32,1932.69,18
8:32,1935.02,4
8:32,1939.51,17
8:32,1939.53,11
8:32,1941.44,5
8:32,1941.82,14
8:32,1942.87,12
8:32,1949.29,5
8:32,1951.73,15
8:32,1952.06,1
8:32,1952.14,6
8:32,1952.95,6
8:32,1952.96,11
8:32,1953.38,3
8:32,1953.45,13
8:32,1953.77,1
8:32,1953.96,15
8:32,1957.72,16
8:32,1959.84,6
8:32,1961.81,18
8:32,1963.41,2
8:32,1968.14,13
8:32,1970.35,12
8:32,1970.7,2
8:32,1970.77,14
8:32,1972.24,18
8:32,1972.84,4
8:32,1973.81,5
8:32,1975.24,2
8:32,1976.01,0
8:32,1977.88,11
8:33,1980.59,12
8:33,1981.43,19
8:33,1982.26,15
8:33,1985.26,19
8:33,1985.4,6
8:33,1986.03,6
8:33,1989.36,18
8:33,1989.69,5
8:33,1994.37,4
8:33,1995.63,17
8:33,1996.08,9
8:33,1996.14,5
8:33,1996.79,12
8:33,1998.44,4
8:33,1998.92,7
8:33,1999.4,4
8:33,1999.71,6
8:33,2001.59,10
8:33,2002.19,15
8:33,2003.74,10
8:33,2004.6,9
8:33,2008.36,14
8:33,2010.82,14
8:33,2012.23,6
8:33,2017.4,19
8:33,2017.96,8
8:33,2018.74,4
8:33,2019.23,2
8:33,2022.59,19
8:33,2023.33,12
8:33,2023.35,2
8:33,2024.2,2
8:33,2026.46,17
8:33,2026.92,15
8:33,2028.47,4
8:33,2029.07,13
8:33,2029.93,2
8:33,2030.34,1
8:33,2031.06,7
8:33,2032.24,19
8:33,2033.69,3
8:33,2034.18,1
8:33,2034.56,18
8:33,2034.82,19
8:33,2036.85,9
8:33,2036.91,15
8:33,2037.39,1
8:33,2037.72,18
8:33,2038.71,18
8:34,2040.9,14
8:34,2044.33,4
8:34,2044.48,17
8:34,2045.18,6
8:34,2046.67,19
8:34,2047.01,10
8:34,2047.25,11
8:34,2052.84,6
8:34,2052.99,7
8:34,2053.11,11
8:34,2053.17,0
8:34,2054.6,5
8:34,2055.91,11
8:34,2059.48,1
8:34,2060.41,4
8:34,2060.75,15
8:34,2061.06,1
8:34,2061.48,14
8:34,2061.48,19
8:34,2061.77,13
8:34,2063.27,17
8:34,2065,2
8:34,2065.27,9
8:34,2067.05,11
8:34,2067.94,19
8:34,2068.53,19
8:34,2069.43,9
8:34,2070.64,11
8:34,2070.66,15
8:34,2070.72,5
8:34,2072.02,18
8:34,2073.29,0
8:34,2073.3,8
8:34,2074.49,14
8:34,2075.51,16
8:34,2077.44,6
8:34,2081.07,11
8:34,2082.21,5
8:34,2084.14,7
8:34,2084.93,0
8:34,2086.22,19
8:34,2086.7,16
8:34,2086.93,16
8:34,2088.18,4
8:34,2088.81,9
8:34,2089.6,11
8:34,2090.64,14
8:34,2091.85,6
8:34,2095.42,4
8:34,2096.99,17
8:34,2099.51,3
8:34,2099.78,9
8:35,2101.05,16
8:35,2102.35,6
8:35,2103.25,12
8:35,2103.63,15
8:35,2107.04,17
8:35,2109.34,9
8:35,2109.62,14
8:35,2109.68,0
8:35,2109.88,11
8:35,2110.15,2
8:35,2110.58,0
8:35,2120.38,1
8:35,2120.49,12
8:35,2120.79,10
8:35,2122.38,15
8:35,2124.42,3
8:35,2124.6,3
8:35,2125.03,15
8:35,2126.56,15
8:35,2127.38,17
8:35,2129.25,17
8:35,2129.38,4
8:35,2129.61,3
8:35,2134.31,16
8:35,2135.35,3
8:35,2135.58,2
8:35,2138.07,18
8:35,2139.28,1
8:35,2139.72,0
8:35,2140.54,2
8:35,2141.42,7
8:35,2144.05,15
8:35,2144.61,16
8:35,2144.72,17
8:35,2144.8,2
8:35,2145.73,19
8:35,2145.99,11
8:35,2150.2,3
8:35,2151.4,0
8:35,2153.04,12
8:35,2155.06,8
8:35,2158.16,4
8:35,2158.57,18
8:35,2159.84,9
8:36,2161.96,7
8:36,2162.57,11
8:36,2162.82,3
8:36,2163.08,11
8:36,2163.72,7
8:36,2163.74,17
8:36,2163.87,7
8:36,2166.5,4
8:36,2167.23,2
8:36,2168.89,13
8:36,2169.7,5
8:36,2169.76,7
8:36,2170.32,5
8:36,2171.91,5
8:36,2173.74,17
8:36,2177.87,17
8:36,2178.52,15
8:36,2179.05,6
8:36,2179.98,15
8:36,2181.92,16
8:36,2182.07,18
8:36,2182.48,16
8:36,2183.35,0
8:36,2183.73,16
8:36,2184.16,14
8:36,2184.58,6
8:36,2185.09,10
8:36,2185.94,13
8:36,2186.27,12
8:36,2188.88,7
8:36,2189.37,10
8:36,2189.58,4
8:36,2191.11,7
8:36,2192.56,18
8:36,2192.82,15
8:36,2192.9,13
8:36,2193.07,15
8:36,2194.83,6
8:36,2195.56,3
8:36,2196.54,5
8:36,2197.91,16
8:36,2203.71,3
8:36,2204.32,18
8:36,2207.11,1
8:36,2207.81,16
8:36,2208.6,2
8:36,2217.47,12
8:37,2220.86,5
8:37,2221.64,9
8:37,2222.11,8
8:37,2222.2,7
8:37,2222.65,6
8:37,2224.99,4
8:37,2225.6,7
8:37,2226.14,9
8:37,2227.55,6
8:37,2228.74,7
8:37,2229.64,9
8:37,2231.14,7
8:37,2233.06,4
8:37,2237.35,17
8:37,2238.83,7
8:37,2238.94,10
8:37,2238.94,17
8:37,2239.51,1
8:37,2240.32,3
8:37,2240.73,9
8:37,2245.95,5
8:37,2246.23,11
8:37,2248.3,19
8:37,2250.5,1
8:37,2251.72,2
8:37,2252.79,13
8:37,2254.99,14
8:37,2257.7,2
8:37,2257.91,4
8:37,2259.27,17
8:37,2260.37,17
8:37,2260.74,13
8:37,2264.8,11
8:37,2269.34,12
8:37,2270.43,13
8:37,2270.7,19
8:37,2270.85,17
8:37,2271.19,16
8:37,2272.27,0
8:37,2272.61,4
8:37,2277.03,17
8:37,2279.6,1
8:38,2282.35,2
8:38,2282.88,15
8:38,2283.72,19
8:38,2283.8,9
8:38,2284.01,9
8:38,2285.88,0
8:38,2286.19,10
8:38,2287.28,8
8:38,2288.65,9
8:38,2290.33,19
8:38,2291.75,1
8:38,2293.29,3
8:38,2295.19,19
8:38,2296.62,10
8:38,2297.01,17
8:38,2297.2,6
8:38,2298.69,19
8:38,2299.91,7
8:38,2300.99,18
8:38,2301.51,11
8:38,2301.52,7
8:38,2302,8
8:38,2302.33,1
8:38,2303.88,14
8:38,2303.89,16
8:38,2304.13,2
8:38,2305.7,1
8:38,2306.68,2
8:38,2312.31,17
8:38,2316.15,2
8:38,2316.46,16
8:38,2317.88,19
8:38,2318.91,6
8:38,2320.15,8
8:38,2325.11,8
8:38,2325.32,10
8:38,2327.64,3
8:38,2331.47,7
8:38,2333.39,15
8:38,2334.73,6
8:38,2336.06,5
8:38,2336.21,0
8:38,2336.73,13
8:38,2337.55,18
8:38,2338.36,19
8:39,2340.22,6
8:39,2340.77,13
8:39,2340.82,19
8:39,2342.73,2
8:39,2345.4,17
8:39,2345.86,1
8:39,2345.98,2
8:39,2347.37,1
8:39,2356.87,15
8:39,2361.48,11
8:39,2362.78,14
8:39,2366.38,11
8:39,2367.25,7
8:39,2367.64,7
8:39,2367.82,7
8:39,2370.9,15
8:39,2371.62,13
8:39,2371.64,5
8:39,2371.85,1
8:39,2372.93,9
8:39,2374.72,0
8:39,2377.03,12
8:39,2377.77,9
8:39,2377.97,13
8:39,2378.23,13
8:39,2379.49,2
8:39,2381.3,5
8:39,2381.66,16
8:39,2386.05,1
8:39,2388.33,0
8:39,2388.4,7
8:39,2390.47,4
8:39,2390.54,4
8:39,2391.55,19
8:39,2392.11,9
8:39,2395.21,4
8:39,2395.57,10
8:39,2398.06,9
8:39,2398.91,14
8:40,2403.33,6
8:40,2405.54,0
8:40,2406,6
8:40,2408.97,8
8:40,2409.26,2
8:40,2410.21,19
8:40,2417.18,12
8:40,2418.23,19
8:40,2418.36,10
8:40,2418.51,17
8:40,2419.18,5
8:40,2419.55,17
8:40,2419.56,5
8:40,2419.87,10
8:40,2422.51,3
8:40,2423.09,7
8:40,2424.38,14
8:40,2425.06,18
8:40,2425.4,13
8:40,2426.39,9
8:40,2426.39,14
8:40,2427.02,19
8:40,2429.22,14
8:40,2431.39,0
8:40,2431.64,19
8:40,2433.93,14
8:40,2434.19,6
8:40,2437.34,6
8:40,2438.37,8
8:40,2441.16,1
8:40,2444.61,6
8:40,2444.69,6
8:40,2445,0
8:40,2445.02,14
8:40,2446.02,12
8:40,2446.54,1
8:40,2447.76,3
8:40,2448.49,10
8:40,2449.39,2
8:40,2451.29,19
8:40,2452.02,19
8:40,2452.19,10
8:40,2453.2,15
8:40,2453.48,16
8:40,2453.61,7
8:40,2455.94,1
8:40,2456.15,13
8:40,2456.48,18
8:40,2457.36,4
8:40,2458.76,18
8:40,2459.04,11
8:40,2459.5,17
8:41,2461.17,14
8:41,2466.68,10
8:41,2468.29,3
8:41,2469.1,5
8:41,2471.54,3
8:41,2472.83,7
8:41,2473.09,10
8:41,2473.29,9
8:41,2475.47,10
8:41,2477.42,3
8:41,2478.47,5
8:41,2478.87,7
8:41,2480.06,15
8:41,2482.53,15
8:41,2482.55,6
8:41,2483.69,0
8:41,2484.98,15
8:41,2485.75,0
8:41,2490.26,19
8:41,2490.43,2
8:41,2492.27,10
8:41,2493.12,10
8:41,2493.6,11
8:41,2494.38,6
8:41,2494.76,3
8:41,2495,13
8:41,2495.65,9
8:41,2495.91,8
8:41,2498.64,9
8:41,2499.21,9
8:41,2499.67,10
8:41,2502.03,18
8:41,2503.75,7
8:41,2503.87,4
8:41,2505.77,18
8:41,2506.86,6
8:41,2508.71,12
8:41,2510.18,7
8:41,2513.9,10
8:41,2514.74,16
8:41,2514.98,10
8:41,2515.89,6
8:41,2517.43,19
8:41,2517.67,2
8:41,2518.92,7
8:42,2522.71,10
8:42,2524.57,2
8:42,2527.35,11
8:42,2528.93,13
8:42,2530.74,15
8:42,2531.55,9
8:42,2532.28,9
8:42,2532.79,0
8:42,2533.37,12
8:42,2533.85,15
8:42,2534.35,10
8:42,2534.6,13
8:42,2535.56,12
8:42,2539.25,5
8:42,2543.14,19
8:42,2544.78,1
8:42,2546.02,14
8:42,2546.7,2
8:42,2546.96,0
8:42,2546.97,14
8:42,2550.57,6
8:42,2552.86,15
8:42,2554.55,19
8:42,2554.65,7
8:42,2554.79,15
8:42,2559.09,18
8:42,2561.86,5
8:42,2562.05,16
8:42,2563.11,18
8:42,2563.88,9
8:42,2564.49,19
8:42,2565.35,4
8:42,2566.38,13
8:42,2567.28,17
8:42,2567.4,13
8:42,2568.87,10
8:42,2570.55,7
8:42,2573.76,2
8:42,2575.48,16
8:42,2578.12,13
8:43,2581.08,12
8:43,2581.49,9
8:43,2585.97,9
8:43,2587.93,16
8:43,2589.21,16
8:43,2590.24,7
8:43,2590.52,1
8:43,2591.43,2
8:43,2592.19,8
8:43,2593.23,19
8:43,2594.81,9
8:43,2596.44,14
8:43,2596.96,18
8:43,2597.18,0
8:43,2597.42,15
8:43,2599.41,12
8:43,2599.99,16
8:43,2600.91,3
8:43,2602.94,15
8:43,2604.89,1
8:43,2605.35,8
8:43,2607.34,4
8:43,2607.5,9
8:43,2608.22,14
8:43,2608.57,0
8:43,2611.69,0
8:43,2612.38,17
8:43,2616.62,7
8:43,2617.65,14
8:43,2619.01,1
8:43,2619.32,17
8:43,2619.8,14
8:43,2620.41,2
8:43,2625.99,18
8:43,2626.36,11
8:43,2626.83,10
8:43,2628.33,7
8:43,2628.41,3
8:43,2629.06,0
8:43,2629.28,9
8:43,2633.42,0
8:43,2633.71,10
8:43,2634.69,0
8:43,2635.53,2
8:43,2635.59,13
8:43,2639.86,12
8:44,2640.03,2
8:44,2645.66,16
8:44,2649.16,15
8:44,2649.17,5
8:44,2650.27,19
8:44,2654.49,13
8:44,2654.95,10
8:44,2657.62,2
8:44,2658.07,3
8:44,2658.38,0
8:44,2660.96,9
8:44,2661.77,3
8:44,2663.04,11
8:44,2664.48,1
8:44,2665.62,0
8:44,2665.85,19
8:44,2666.53,1
8:44,2670.86,16
8:44,2671.19,9
8:44,2671.8,17
8:44,2672.53,6
8:44,2673.3,14
8:44,2674.72,17
8:44,2674.9,3
8:44,2678.18,6
8:44,2678.54,0
8:44,2679.48,12
8:44,2681.84,7
8:44,2682.37,11
8:44,2682.58,11
8:44,2682.68,16
8:44,2682.77,3
8:44,2683.79,17
8:44,2685.17,0
8:44,2691.61,1
8:44,2694.03,17
8:44,2695.87,15
8:44,2697.52,4
8:44,2698.42,4
8:45,2700.16,7
8:45,2703.79,2
8:45,2704.14,10
8:45,2707.04,17
8:45,2707.06,7
8:45,2710.82,10
8:45,2711.72,13
8:45,2711.76,0
8:45,2712.46,9
8:45,2712.56,11
8:45,2714.11,1
8:45,2714.93,16
8:45,2715.63,16
8:45,2716.43,14
8:45,2719.59,2
8:45,2721.52,17
8:45,2722.54,4
8:45,2722.83,11
8:45,2723.36,13
8:45,2724.11,0
8:45,2725.56,1
8:45,2726.59,9
8:45,2727.38,11
8:45,2728.45,1
8:45,2729.49,8
8:45,2729.79,15
8:45,2730.5,2
8:45,2731.48,4
8:45,2733.19,8
8:45,2733.89,12
8:45,2737.03,0
8:45,2737.05,3
8:45,2737.5,1
8:45,2737.54,19
8:45,2738.32,15
8:45,2738.54,11
8:45,2740,12
8:45,2740.93,4
8:45,2741.59,0
8:45,2742.19,15
8:45,2743.96,1
8:45,2746.16,9
8:45,2748.78,6
8:45,2750.86,1
8:45,2753.4,11
8:45,2753.69,0
8:45,2754.94,15
8:45,2755.88,2
8:45,2759.83,3
8:46,2760.35,4
8:46,2761.38,8
8:46,2761.81,15
8:46,2763.42,9
8:46,2763.43,11
8:46,2765.52,2
8:46,2767.29,0
8:46,2767.95,0
8:46,2768.76,15
8:46,2769.14,0
8:46,2771.97,8
8:46,2773.43,5
8:46,2773.79,12
8:46,2775.61,17
8:46,2777.18,15
8:46,2777.25,7
8:46,2777.52,17
8:46,2778.95,4
8:46,2780.96,9
8:46,2782.78,17
8:46,2782.97,3
8:46,2783.27,16
8:46,2783.97,13
8:46,2785.82,16
8:46,2790.43,13
8:46,2793.08,3
8:46,2793.45,16
8:46,2794.28,18
8:46,2796.69,4
8:46,2799.89,13
8:46,2800.77,11
8:46,2801.12,14
8:46,2805.75,7
8:46,2807.69,18
8:46,2808.26,13
8:46,2812.23,15
8:46,2812.9,13
8:46,2813.07,10
8:46,2819.42,13
8:47,2820.6,19
8:47,2821.42,7
8:47,2821.42,19
8:47,2823.34,3
8:47,2827.98,7
8:47,2828.86,2
8:47,2832.71,9
8:47,2833.1,9
8:47,2834.34,12
8:47,2835.17,1
8:47,2835.77,7
8:47,2836.1,4
8:47,2838.04,14
8:47,2838.09,9
8:47,2838.41,14
8:47,2838.53,14
8:47,2841.12,10
8:47,2842.16,12
8:47,2842.96,5
8:47,2845.62,12
8:47,2850.29,8
8:47,2850.63,4
8:47,2850.86,9
8:47,2851.08,7
8:47,2852.93,3
8:47,2853.23,5
8:47,2854.6,3
8:47,2855.04,15
8:47,2855.17,0
8:47,2855.61,7
8:47,2858.01,17
8:47,2859.42,4
8:47,2860.02,8
8:47,2860.18,3
8:47,2860.19,10
8:47,2862.26,13
8:47,2862.28,7
8:47,2863.83,11
8:47,2865.89,15
8:47,2866.6,9
8:47,2868,18
8:47,2868.68,15
8:47,2869,14
8:47,2870.09,17
8:47,2870.67,11
8:47,2870.92,6
8:47,2871.27,0
8:47,2873.49,11
8:47,2875.85,19
8:47,2876.82,9
8:47,2877.74,15
8:47,2879.5,19
8:48,2880.23,16
8:48,2881.23,5
8:48,2881.6,16
8:48,2881.86,16
8:48,2884.19,16
8:48,2885.59,18
8:48,2886.11,0
8:48,2889.61,18
8:48,2890.64,2
8:48,2890.75,7
8:48,2894.18,12
8:48,2894.56,12
8:48,2895.1,10
8:48,2895.28,1
8:48,2895.31,14
8:48,2895.34,1
8:48,2895.87,17
8:48,2896.76,5
8:48,2896.81,16
8:48,2896.99,10
8:48,2899.2,11
8:48,2899.38,9
8:48,2904.52,6
8:48,2907.46,8
8:48,2909.83,10
8:48,2911.25,16
8:48,2911.27,6
8:48,2911.43,4
8:48,2912.64,2
8:48,2913.21,16
8:48,2914.24,4
8:48,2917.11,15
8:48,2917.19,7
8:48,2921.28,4
8:48,2922.11,9
8:48,2924.34,3
8:48,2928.02,18
8:48,2928.11,17
8:48,2929.21,11
8:48,2932.11,19
8:48,2932.78,19
8:48,2935.54,0
8:48,2936.86,12
8:48,2937.02,17
8:48,2938.13,8
8:48,2938.5,7
8:48,2939.44,17
8:49,2940.46,4
8:49,2944.39,12
8:49,2946.28,7
8:49,2946.97,0
8:49,2947.8,5
8:49,2948.33,13
8:49,2949.4,3
8:49,2953.47,19
8:49,2953.82,9
8:49,2958.51,16
8:49,2961,4
8:49,2961.9,18
8:49,2966,17
8:49,2969.73,17
8:49,2969.9,7
8:49,2969.97,4
8:49,2970.11,3
8:49,2970.41,18
8:49,2970.95,15
8:49,2975.22,7
8:49,2979.01,5
8:49,2981.93,16
8:49,2983.99,16
8:49,2986.12,7
8:49,2987.7,18
8:49,2989.69,2
8:49,2994.18,5
8:49,2996.6,9
8:49,2997.37,12
8:49,2998.23,3
8:50,3000.67,3
8:50,3002.84,2
8:50,3004.26,6
8:50,3006.54,4
8:50,3008.57,14
8:50,3008.85,10
8:50,3010.52,4
8:50,3011.17,9
8:50,3016.91,17
8:50,3019.14,18
8:50,3020.64,0
8:50,3021.4,4
8:50,3023.3,15
8:50,3024.83,17
8:50,3025.16,10
8:50,3030.48,13
8:50,3032.29,15
8:50,3032.34,17
8:50,3033.05,11
8:50,3033.47,12
8:50,3034.31,6
8:50,3035.9,16
8:50,3036.34,16
8:50,3036.86,15
8:50,3037.61,4
8:50,3042.06,14
8:50,3042.64,13
8:50,3048.18,0
8:50,3048.58,7
8:50,3052.5,0
8:50,3054.22,3
8:50,3055.19,12
8:50,3057.14,11
8:50,3058.37,7
8:50,3058.6,6
8:50,3059.03,7
8:50,3059.77,9
8:51,3062.46,6
8:51,3064.13,6
8:51,3064.42,11
8:51,3065.58,3
8:51,3068.95,1
8:51,3069.25,2
8:51,3070.21,17
8:51,3074.59,16
8:51,3074.97,4
8:51,3075.54,10
8:51,3075.7,12
8:51,3076.18,15
8:51,3079.11,15
8:51,3079.21,7
8:51,3079.42,12
8:51,3079.87,0
8:51,3079.93,13
8:51,3080.82,1
8:51,3081.47,15
8:51,3083.47,5
8:51,3085.67,5
8:51,3086.9,0
8:51,3088,9
8:51,3088.29,0
8:51,3088.53,6
8:51,3088.79,2
8:51,3088.91,10
8:51,3090.98,4
8:51,3091.27,19
8:51,3092.02,0
8:51,3093.24,11
8:51,3095.02,15
8:51,3095.82,7
8:51,3096.64,5
8:51,3097.32,9
8:51,3099.36,18
8:51,3100.05,7
8:51,3100.67,5
8:51,3101.22,15
8:51,3102.55,0
8:51,3103.73,12
8:51,3104.4,13
8:51,3105.31,6
8:51,3105.75,6
8:51,3107.11,14
8:51,3110.21,7
8:51,3111.93,0
8:51,3113.65,9
8:51,3116.24,15
8:51,3117.32,12
8:51,3118.27,11
8:52,3120.3,17
8:52,3120.86,14
8:52,3120.97,4
8:52,3122.87,19
8:52,3124.55,13
8:52,3126.87,7
8:52,3127.97,6
8:52,3128.57,6
8:52,3129.25,2
8:52,3130.2,8
8:52,3130.71,12
8:52,3130.72,5
8:52,3130.83,14
8:52,3132.88,19
8:52,3133.54,15
8:52,3133.91,7
8:52,3135.19,4
8:52,3137.23,13
8:52,3138.33,3
8:52,3141.65,7
8:52,3144.02,12
8:52,3146.19,12
8:52,3148.12,11
8:52,3149.18,8
8:52,3150.68,6
8:52,3153.38,1
8:52,3156.23,3
8:52,3157.17,11
8:52,3162.1,15
8:52,3162.95,3
8:52,3163.66,17
8:52,3164.51,19
8:52,3165.9,16
8:52,3166.59,8
8:52,3167.08,9
8:52,3167.11,6
8:52,3173.09,14
8:52,3173.72,18
8:52,3173.83,16
8:52,3174.01,3
8:52,3174.49,6
8:52,3175.49,17
8:52,3176.34,6
8:52,3177.46,14
8:53,3181.11,18
8:53,3181.67,18
8:53,3183.2,5
8:53,3185.37,18
8:53,3186.75,14
8:53,3187.78,13
8:53,3188.67,17
8:53,3188.87,0
8:53,3189.38,7
8:53,3190.21,8
8:53,3190.78,1
8:53,3191.35,4
8:53,3194.93,4
8:53,3195.08,17
8:53,3195.2,10
8:53,3196.42,11
8:53,3197.86,0
8:53,3199.24,11
8:53,3200.23,17
8:53,3201.25,6
8:53,3202.81,13
8:53,3203.34,13
8:53,3206.18,1
8:53,3206.79,17
8:53,3207.02,17
8:53,3207.12,19
8:53,3216.33,19
8:53,3218.62,12
8:53,3220.81,11
8:53,3222.43,3
8:53,3222.85,8
8:53,3222.95,6
8:53,3223.03,10
8:53,3224.49,16
8:53,3229.5,17
8:53,3229.88,0
8:53,3229.98,10
8:53,3230.55,12
8:53,3231.08,13
8:53,3233.08,2
8:53,3235.25,17
8:53,3236.27,18
8:53,3237.06,19
8:54,3240.03,4
8:54,3240.59,8
8:54,3243.22,6
8:54,3244.25,6
8:54,3245.64,18
8:54,3245.9,1
8:54,3246.43,3
8:54,3247.14,19
8:54,3247.27,4
8:54,3248.02,11
8:54,3249.1,18
8:54,3250.31,15
8:54,3251.98,17
8:54,3252.96,4
8:54,3253.75,5
8:54,3258.11,1
8:54,3258.27,5
8:54,3258.29,14
8:54,3258.82,6
8:54,3260.98,3
8:54,3262.44,2
8:54,3263.18,7
8:54,3263.52,6
8:54,3263.86,6
8:54,3264.23,8
8:54,3266.88,14
8:54,3266.94,8
8:54,3267.48,1
8:54,3269.24,19
8:54,3272.59,12
8:54,3273.08,18
8:54,3275.97,18
8:54,3276.45,7
8:54,3281.04,6
8:54,3281.27,6
8:54,3281.9,19
8:54,3282.03,10
8:54,3282.71,18
8:54,3283.02,17
8:54,3283.45,3
8:54,3285.86,5
8:54,3285.9,2
8:54,3286.49,7
8:54,3289.03,6
8:54,3292.89,12
8:54,3293.81,5
8:54,3293.99,17
8:54,3294.59,11
8:54,3296.22,19
8:54,3296.7,8
8:54,3297.19,7
8:54,3299.3,16
8:55,3300.77,10
8:55,3303,8
8:55,3304.92,11
8:55,3305.17,19
8:55,3305.63,16
8:55,3306.31,9
8:55,3310.57,9
8:55,3313.67,0
8:55,3314.3,2
8:55,3315.74,11
8:55,3316.94,12
8:55,3317.02,11
8:55,3318.41,4
8:55,3319.07,4
8:55,3322.43,12
8:55,3324.26,1
8:55,3324.67,7
8:55,3324.84,14
8:55,3327.49,14
8:55,3328.6,8
8:55,3328.85,9
8:55,3330.49,4
8:55,3332.69,18
8:55,3333.59,15
8:55,3335.42,0
8:55,3336.56,19
8:55,3337.32,1
8:55,3337.87,1
8:55,3339.98,7
8:55,3342.42,6
8:55,3342.51,6
8:55,3343.4,18
8:55,3345.18,8
8:55,3345.52,11
8:55,3347.31,7
8:55,3354.69,19
8:55,3356.39,0
8:55,3356.65,10
8:55,3356.85,2
8:55,3356.98,8
8:55,3359.79,17
8:56,3360.59,0
8:56,3361.46,17
8:56,3363.07,19
8:56,3363.48,6
8:56,3364.58,0
8:56,3367.53,5
8:56,3369.35,14
8:56,3370.46,11
8:56,3371.99,2
8:56,3372.26,15
8:56,3373.3,13
8:56,3374.35,1
8:56,3376.03,14
8:56,3377.49,2
8:56,3379.68,5
8:56,3379.86,11
8:56,3380.72,16
8:56,3380.88,8
8:56,3382.38,19
8:56,3385.49,19
8:56,3386.04,18
8:56,3386.31,16
8:56,3392.06,6
8:56,3392.51,11
8:56,3394.05,0
8:56,3394.15,10
8:56,3394.71,1
8:56,3397.91,17
8:56,3398.98,9
8:56,3399.01,13
8:56,3402.32,7
8:56,3403.45,11
8:56,3404.2,12
8:56,3405.22,15
8:56,3407.66,14
8:56,3410.65,7
8:56,3410.74,9
8:56,3413.06,0
8:56,3413.15,0
8:56,3416.6,12
8:56,3418.33,7
8:56,3418.68,10
8:57,3421.45,15
8:57,3422.06,11
8:57,3426.57,8
8:57,3427.57,15
8:57,3436.52,17
8:57,3437.13,16
8:57,3437.28,12
8:57,3438.59,11
8:57,3439.15,16
8:57,3440.26,12
8:57,3440.83,14
8:57,3442.92,9
8:57,3442.98,8
8:57,3443.47,3
8:57,3445.68,12
8:57,3445.81,13
8:57,3446.32,7
8:57,3452.99,2
8:57,3454.95,9
8:57,3456.57,15
8:57,3456.58,7
8:57,3458.29,18
8:57,3458.3,0
8:57,3458.35,12
8:57,3459.27,3
8:57,3461.07,15
8:57,3463.52,12
8:57,3464.81,13
8:57,3465.76,15
8:57,3466.07,8
8:57,3466.78,8
8:57,3468.39,0
8:57,3472.73,3
8:57,3474.24,7
8:57,3474.24,9
8:57,3474.84,11
8:57,3476.45,2
8:57,3477.87,5
8:57,3479.19,14
8:58,3482.74,0
8:58,3483.1,3
8:58,3483.12,3
8:58,3484.2,17
8:58,3484.9,15
8:58,3485.06,16
8:58,3485.49,8
8:58,3486.9,12
8:58,3488.1,10
8:58,3491.46,8
8:58,3491.53,9
8:58,3494.58,1
8:58,3494.88,14
8:58,3495.01,1
8:58,3497.98,9
8:58,3501.48,8
8:58,3501.77,1
8:58,3502.11,2
8:58,3503.19,3
8:58,3504.09,14
8:58,3505.91,8
8:58,3506.15,15
8:58,3507.87,2
8:58,3508.08,9
8:58,3510.13,5
8:58,3513.52,7
8:58,3515.25,5
8:58,3516.35,5
8:58,3516.65,3
8:58,3516.73,2
8:58,3519.12,16
8:58,3521.08,9
8:58,3521.19,14
8:58,3521.68,9
8:58,3522.44,19
8:58,3522.52,11
8:58,3522.89,6
8:58,3523.92,11
8:58,3526.11,3
8:58,3526.21,13
